"token","embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14","embedding15","embedding16","embedding17","embedding18","embedding19","embedding20","embedding21","embedding22","embedding23","embedding24","embedding25","embedding26","embedding27","embedding28","embedding29","embedding30","embedding31","embedding32"
"later","-0.44164637","0.21354133","0.13077785","-0.6049096","0.80439276","0.52768934","-0.48996773","0.030255204","-0.41677707","-0.13003094","-0.24330568","-0.4589139","0.80482644","0.238185","-0.53527623","0.33519372","-0.14481543","-0.46327183","0.34679386","-0.33599734","-0.14604498","-0.6003269","-0.24774286","0.023442606","0.0122377835","0.7553298","-0.5603108","0.38272846","0.2850574","0.15286227","-0.0063766","0.036736354"
"give","0.124952935","-0.45531517","-0.5749381","0.2708594","-0.24261722","-0.2813066","-0.46843967","0.4721895","-1.0623237","-0.57691044","0.19996268","0.43505156","-0.5964104","-0.16375229","0.0123079475","0.07136434","0.10678932","0.31011236","-0.81701463","0.6320887","0.015152293","0.94850796","0.57081336","0.51777226","0.6035531","-0.39551425","0.79249567","-0.27806416","0.0025746832","-0.6577783","0.7110768","0.46258813"
"ones","0.20110914","-0.42552415","-0.15590458","-0.5059794","0.34979758","0.76684666","-0.12414714","0.22112603","0.19191107","0.3524575","0.22741541","0.0048750225","0.43374956","0.024414172","-0.41795474","0.49024352","-0.29461464","0.11783995","0.002412198","-0.4634221","-0.10920705","0.27361378","0.023870386","-0.025657324","0.24046947","0.07808844","-0.2823019","0.2296645","0.5268544","0.47132653","-0.050977357","-0.26797912"
"attained","0.16155207","0.020456515","0.579252","-0.18815595","0.3939974","0.41308022","-0.03723414","-0.042350452","-0.05120007","0.4042788","0.4561537","-0.31051326","-0.321187","-0.1128298","0.363893","0.3646635","-0.16042078","-0.533577","-0.33746114","0.46046296","-0.24242742","-0.1972054","0.0054230588","0.124997705","-0.5130448","-0.32130137","-0.1471767","-0.2707433","0.2048097","0.09136847","0.36792317","0.39244646"
"change","-0.11992205","0.37820306","0.65021586","0.19936997","0.14242874","0.43443877","0.20982376","0.3909421","0.3513221","-0.024087565","0.68352973","-0.27231932","0.0037809946","0.14609458","0.11205726","-0.035284244","0.19860138","-0.30694887","-0.026574427","0.09893674","0.15261593","0.19571914","-0.3976824","0.047802743","0.14769347","0.19239078","-0.16270366","-0.22986335","0.21242447","-0.28956428","-0.11468999","0.5749321"
"premises","-0.5498919","-0.14960976","0.3151025","-0.29220012","0.17411155","0.09607736","0.13722874","-0.059764832","-0.61676383","-0.006812171","0.34423465","0.5140507","-0.16233826","-0.08055351","-0.20046642","-0.4517269","0.43141","0.0719165","0.56562644","0.58129525","-0.5120907","-0.24074343","0.41042784","0.6089603","0.05479823","0.5112979","-0.37422317","-0.55927515","0.19476311","-0.26594406","0.18743674","-0.19939184"
"replacement","-0.47364968","-0.26067618","-0.22029915","0.10216865","0.027137304","-0.38817602","0.0579646","-0.20129013","-0.061758343","0.06960121","0.10843592","-0.011904979","-0.1403769","0.17766193","-0.40534708","0.61615485","0.01551311","-0.49247053","-0.05739391","-0.4529195","-0.05513354","-0.025257519","0.061135694","0.34837115","0.3942759","-0.22816378","-0.210763","0.43715596","-0.22165915","0.3292096","-0.57742286","0.09120268"
"arise","-0.32444996","0.32298145","-0.17824975","-0.23848364","-0.24483693","0.09286652","0.5887109","-0.36778888","-0.18687709","-0.011638491","-0.34694782","-0.38711017","0.23672727","0.43818593","-0.021987265","0.0859023","0.032601554","0.083605364","0.03861011","0.13589847","-0.31124446","-0.23015858","0.3252039","0.6509921","0.10210355","-0.060701475","-0.27337542","-0.0075938106","0.13213705","-0.24330214","-0.6467235","-0.2546005"
"womb","0.46377715","0.24024646","0.14046413","0.007570223","0.35500684","0.68456876","-0.73284","0.20139518","-0.5871149","0.32691723","0.5393226","-0.42387033","0.0019699575","-0.037951488","0.46407044","-0.49151376","-0.053689416","-0.3606966","0.39808932","0.4165904","-0.21395883","-0.6035897","0.49928406","-0.24915037","0.39124766","-0.025594937","-0.080970295","0.20969827","0.0075115403","-0.29447153","-0.24422826","-0.13479938"
"formation","0.2315313","0.61479783","0.59219193","0.24630566","-0.36390904","0.028452488","0.27885017","-0.34450203","0.8445312","0.48003617","-0.071973935","-0.18600729","0.04233994","-0.6051896","0.19980404","0.40380883","-0.14506014","0.20702785","-0.2067679","-0.22094992","0.08526897","-0.10823297","-0.15999195","0.6326617","-0.66807044","-0.08480042","-0.5683616","0.023854122","0.2709412","-0.15928125","-0.4318657","0.3560134"
"open","0.04804388","0.20234042","0.3836067","0.2652025","0.20373519","0.07435204","-0.7596849","0.13001716","-0.96067464","-0.3525581","0.09487621","-0.46027604","-0.02766354","0.2558735","-0.062202413","0.4386433","-0.061477073","0.24319637","-0.16235423","0.75505215","-0.2645586","0.29920873","-0.38013378","-0.22476123","0.87061715","0.29227427","0.29300937","-0.15646802","-0.5345751","-0.28480032","-0.6853286","-0.0023226042"
"scope","-0.103317134","0.5090101","-0.34221157","0.37331766","0.017382842","0.049302105","0.49920103","-0.6661073","0.23120669","0.775866","-0.5041741","0.31091973","-0.5238129","-0.134126","-0.2816158","-0.4722046","0.18858837","-0.25504327","-0.12935798","0.41721594","-0.11178369","0.46945813","-0.5386586","-0.3151836","0.065880574","-0.54205775","-0.28359905","-0.1298372","0.36975658","0.5208864","0.13100152","0.37565187"
"obligatory","0.49270964","-0.19008671","-0.21456571","0.24169536","0.03858598","-0.742318","-0.5909419","-0.2840045","-0.18652366","-0.07489748","-0.119895674","-0.11776692","0.53346807","0.060264498","0.4730961","0.045418084","0.031035826","0.20687978","0.15504578","-0.36851683","0.2112084","0.42891222","-0.05967886","-0.24129492","0.13759695","0.24381725","0.42882353","0.13311519","0.16824566","0.02255694","0.30538493","0.3173836"
"correspondence","-0.3155102","0.04543672","0.33499923","-0.021344345","-0.17897621","0.4400632","0.5154852","0.394277","0.273535","0.003101889","-0.03506908","0.41476628","-0.5304888","0.2519108","-0.04630325","0.12856925","0.32369655","-0.19135055","-0.4506706","0.17539775","-0.4451932","-0.16013904","0.19770186","0.0058531505","-0.20851703","0.36641863","0.06031448","-0.06395256","-0.018519308","0.35041845","-0.14654422","-0.09317326"
"based","0.22542611","0.14593491","-0.6088851","-0.36457497","0.45275897","0.00463863","-0.24824832","0.210381","-0.29147333","-0.54467994","-0.45440805","0.30894458","-0.2626755","0.47072604","-0.53347987","0.21874481","0.37648293","0.16223973","0.081733994","0.4244181","0.35586193","0.75652176","-0.42078575","-0.10381927","-0.37594038","0.19425519","0.35227594","-0.3595013","0.39983174","0.019838266","0.25978717","0.124205515"
"private","-0.5145397","-0.4161391","-0.21129818","0.13818881","0.44778672","0.32296857","0.13291389","-0.4970469","-0.8066442","0.35665575","-0.4417197","0.2622271","0.1296896","0.721258","-0.24654138","0.6568059","0.5793909","-0.61684495","-0.41190717","-0.51695895","-0.8930478","0.35493127","0.060903322","-0.054489117","-0.4201586","0.54132557","0.7060922","-0.08117019","0.7795363","-0.27276585","0.11647398","-0.24092025"
"exploitation","0.4247262","0.07256888","0.076560095","0.24471404","-0.04420412","-0.14582632","-0.36646602","-0.019768327","-0.012629254","0.2005908","-0.24632472","-0.14949115","-0.40852854","-0.44848904","-0.10331854","-0.495306","-0.027156442","0.12207742","0.09858937","0.25877827","-0.0029631832","-0.26200286","-0.391283","-0.5127469","-0.0032263368","-0.2752277","-0.030523716","0.20814314","-0.3597546","-0.29015464","-0.0639443","-0.0887744"
"conflicts","-0.3073261","-0.14450176","-0.14026953","-0.54509175","0.21563308","-0.33245596","0.50760835","-0.17347565","-0.052211594","-0.27271974","-0.017478589","-0.38506567","-0.23476937","-0.4509905","-0.56338155","0.36477527","-0.034214027","0.17417692","-0.06717432","-0.4473633","0.11225294","0.11123679","0.51028246","0.23767869","0.14234202","-0.06843336","0.3085876","-0.09361762","0.08291965","-0.026505653","-0.70674783","0.21973626"
"expressed","0.483822","-0.5073237","-0.21747625","-0.07491814","-0.57529217","-0.8908677","0.3259714","-0.5914546","0.49765366","0.62946284","-0.43117777","-0.335765","-0.24911855","-0.025086846","0.43680933","-0.06331746","0.1114603","0.44993502","0.15678267","-0.49252787","-0.51824206","-0.2641629","-0.5357664","0.33170646","-0.29792574","0.25709864","-0.39576125","0.49108893","0.409108","0.5151587","-0.11373187","-0.07696159"
"class","0.021497332","0.3742186","0.47397634","0.45576465","-0.19620328","0.03596618","-0.31876686","-0.22709507","-0.37712356","0.120075874","-0.23667851","-0.2813975","0.034538664","-0.18533446","0.41616827","-0.21287389","0.20085315","-0.44421244","-0.21867716","0.251259","0.008856126","-0.13785267","0.11580297","-0.39269","-0.111416966","0.03171148","-0.05380295","-0.0060539455","-0.18733558","-0.19896486","0.2644527","0.48276627"
"conditions","0.05709362","-0.18752518","-0.15065515","-0.40407634","-0.30262688","-0.31116483","0.15016662","0.16551627","-0.5723195","0.32395187","-0.23311362","-0.5112465","0.3409026","-0.50962794","-0.5075111","-0.35459492","-0.07960439","-0.14232284","-0.4553116","0.13608064","-0.1653047","-0.4860444","-0.26842147","0.30788025","0.08800854","0.3912233","-0.39579186","0.28433797","0.30281645","-0.11213678","0.38380203","-0.65217876"
"effected","0.2633357","-0.43544194","-0.111431345","-0.25469175","0.23030081","0.08946035","-0.25726488","0.2934678","0.265311","-0.04813525","-0.26176745","-0.18996017","-0.13229609","-0.584465","0.2628362","0.6212498","-0.5206165","-0.019445285","-0.22684146","-0.07160545","0.23051019","0.2545376","0.27255735","-0.23335867","-0.15062462","-0.25143343","-0.055588443","0.5847921","0.5050913","-0.10541504","0.36235002","-0.01788115"
"revolution","0.11002757","-0.30434617","-0.5306824","0.14731868","0.1800073","0.54800475","0.28427193","0.2042236","-0.26428336","-0.61173165","0.098014675","-0.24760646","-0.010065716","0.34842515","-0.2651545","0.5437795","0.05706897","0.022980804","0.32537255","-0.2683724","0.042657733","-0.09782878","0.16038807","-0.26897568","-0.089959286","0.15772966","0.32148722","-0.14861013","-0.3964406","0.1500171","0.17536563","-0.18145879"
"historical","-0.39247698","0.7047134","0.39487362","-0.07453431","-0.31404877","-0.20825058","0.26154312","-0.26592675","0.20119873","-0.40842587","0.37843892","0.15206683","-0.58261836","-0.5112505","0.7473397","0.054347336","-0.8688451","0.19100139","-0.21491222","0.27446705","0.3371781","-0.6316422","0.42582986","0.9740614","0.4804253","0.07035714","-0.3359355","-0.32475498","0.23491389","0.16746336","-0.52052665","0.22581372"
"historically","0.2237102","0.5586952","-0.04960975","-0.7650292","0.5083737","0.13603927","-0.31719613","0.46093056","-0.36084437","0.48645502","0.67965764","0.36137944","-0.33605602","-0.32894692","0.046649635","0.12703957","0.4016499","-0.62032264","-0.6060798","0.564588","0.41567144","0.101090364","0.52502954","0.025285603","0.02406793","0.059987277","-0.033519078","-0.53516185","0.4123695","-0.31464434","-0.6325726","0.50453055"
"inherent","0.17637105","0.20961736","-0.27076343","-0.2804121","-0.43732604","0.096531294","-0.14845714","0.47797254","-0.4130863","-0.4515266","0.5424329","0.18521076","0.12774399","-0.13645622","0.18029174","0.42550233","-0.20256947","-0.12584412","0.30306748","0.7038643","-0.03880688","-0.14845604","-0.1432189","0.58920705","-0.2914991","-0.23944506","0.24954654","0.26291907","-0.10183863","0.23867114","0.5669455","-0.44773906"
"modes","-0.24330524","0.5031207","-0.67619705","-0.19618303","-0.11506251","0.6389036","0.11556145","0.53444976","-0.51942","-0.3880524","-0.53290755","0.5502136","0.37515676","0.37166625","-0.4494988","0.53602237","0.40225747","0.58506584","0.37027815","0.298285","0.03904025","-0.55862737","0.11452965","-0.3589744","0.52290404","0.19112378","-0.36726213","-0.08279574","-0.02515024","0.49109972","0.28615344","-0.49722978"
"essential","-0.35606652","-0.27527037","-0.34067023","0.34256503","-0.3252536","0.22293678","0.43912822","0.49398005","-0.16972944","-0.035668854","-0.51251435","0.4387105","-0.334096","0.37334645","-0.099003874","-0.26908174","-0.04588873","0.5708353","0.7173378","0.4925105","0.061651226","-0.33057883","-0.3693478","0.53230065","0.053450607","0.28338102","-0.51124233","-0.3031447","-0.4591082","0.049727824","-0.23438509","-0.24791665"
"phenomena","0.6185917","-0.36536694","0.32029665","-0.4638641","0.49377134","0.6299058","0.12136475","0.098018974","-0.446462","0.025108248","0.15435474","-0.51543796","0.15245862","-0.39703357","-0.21159506","-0.24585061","-0.45808485","-0.56391567","-0.6782475","-0.20228405","-0.10801337","-0.2768591","0.5102689","-0.65523374","-0.6604049","-0.28423157","-0.0054021655","0.5244544","0.06298775","-0.502819","0.08071129","-0.33438256"
"processes","-0.37304702","-0.12280952","0.29917774","0.3129425","-0.66739446","0.089246646","-0.40830785","-0.34736353","-0.392814","0.12595089","-0.3800748","0.3555971","0.19375783","0.1779811","0.11765465","-0.06667914","0.6178705","0.58192813","0.3337768","-0.76320744","-0.15438917","0.49557206","-0.19755831","-0.5424899","0.4001537","0.2880155","0.65194064","-0.06016837","-0.41618213","-0.4039615","0.4334626","0.4430921"
"internal","-0.6954958","-0.34713534","-0.69277775","1.2150444","0.45741025","-0.59844947","-0.105399854","0.36915833","0.073011786","0.35367","-0.7665636","-0.30608374","-0.4030942","-0.38599122","0.5623717","0.078540914","0.39890566","-0.65229106","0.61098665","0.5028438","-0.46045244","0.280588","0.3522681","-0.36578327","0.35765862","0.49880457","-0.5850109","-0.26507708","-0.08207346","0.55161756","-0.2541167","-0.1637696"
"causal","0.4137739","-0.32910442","-0.1935167","-0.5217802","-0.13112316","-0.21533349","0.07995671","-0.65741456","-0.19881408","0.01806927","0.28215504","0.5616634","0.08460647","0.03620543","-0.64363545","0.48382515","0.58718365","-0.29867518","-0.12415642","-0.29694802","-0.54126877","-0.12645072","-0.1769766","-0.35286614","0.51932275","-0.30003297","0.43512055","0.15763752","0.11990603","0.22903971","-0.21606354","0.5259586"
"existing","-0.087537736","-0.17703116","0.21336646","-0.39486802","0.7962487","-0.08561842","-0.7155392","0.07131602","0.3028842","0.3789201","0.093120605","0.163385","0.24462007","-0.18457174","-0.10402945","0.049459662","0.15725078","0.39690915","-0.43643343","-0.5810396","-0.3122785","0.4182721","0.20624432","0.6794063","-0.427377","0.4848976","-0.14823955","-0.28704667","0.23425543","-0.069523565","-0.5095253","-0.49108362"
"objective","-0.51778543","-0.5585473","-0.27965698","-0.2445473","-0.6146843","-0.13357025","0.34236744","0.3985993","0.31366715","0.3317155","-0.28474537","0.4018912","0.13423686","-0.56095946","0.3859491","0.1630873","-0.3331069","-0.34015304","-0.3886754","-0.3067173","-0.09015343","-0.023562165","-0.3482541","-0.29742014","0.3514753","-0.22332424","0.43023467","0.7052052","0.17306109","0.36686927","0.28415266","-0.136875"
"operate","0.1643955","0.3151495","0.47135133","0.22680023","0.56297433","0.59094435","-0.5703294","0.51560277","0.5334767","-0.40523002","0.5940084","0.3935749","0.2810006","0.06138402","0.3908622","-0.052772064","-0.40457937","-0.49889153","0.19509006","-0.37735057","0.17465533","0.5107689","0.055412013","-0.27371198","-0.50997895","0.04825514","0.3654549","-0.5103704","-0.19915174","0.06708651","0.06457161","0.4789526"
"independent","-0.3624048","0.55045825","0.1397201","0.17128275","0.42366484","0.19517864","-0.20361494","0.5658283","-0.64476067","0.24049453","0.22869284","0.85148335","-0.2210915","-0.18667515","0.17478849","0.60192573","0.2344006","-0.919699","0.23135382","0.06627636","-0.22262308","0.40575778","0.54417795","-0.15642793","0.55186194","-0.58151644","-0.008341924","-0.21001607","0.310772","0.05583313","-0.5633484","0.08297097"
"will","-0.22375196","0.061053347","0.019522041","0.46258944","0.5304257","-0.27660817","-0.4202924","0.05196217","-0.5427183","0.04697355","0.12216546","-0.48823628","-0.16495991","0.1356687","0.032936618","-0.82052493","0.18330169","0.1872847","0.52831095","0.18739429","-0.6367681","-0.04031435","-0.007878039","0.10802514","0.28892472","0.27680662","-0.19780427","-0.41444877","-0.115037724","-0.34151077","0.44929513","0.6172521"
"understand","0.057113696","-0.5448518","-0.32307187","-0.5625441","-0.31850302","-0.15434836","-0.5049855","0.046350203","0.053413","0.23061706","-0.46868357","-0.35724393","0.09126133","0.6188005","-0.028714713","-0.5900761","-0.021967702","0.09124918","0.42331442","0.40079176","-0.8909003","0.07390996","-0.80368245","0.28032163","-0.6002555","0.54869896","0.3997363","-0.17579412","0.1871147","-0.48029634","0.042918157","-0.24165875"
"utilise","0.5695805","-0.22769482","-0.07825401","-0.29483098","0.3628117","0.6107233","-0.48220468","0.46040645","0.0852316","0.4999799","-0.17287442","-0.48094508","-0.25267136","-0.57724136","-0.025842847","0.48083934","0.12783295","-0.8052478","-0.3899926","-0.34289932","0.45599428","-0.28412437","0.40257573","-0.43909666","0.19017756","-0.50700474","-0.3445687","0.8030272","-0.45089015","0.26663247","0.34732553","0.31050047"
"interests","0.09199727","-0.37329566","0.6736414","-0.41408616","-0.20182244","-0.059591297","0.5643909","0.35769084","0.0755912","-0.13949013","0.08206345","0.67793584","-0.045193423","0.06882595","-0.19168666","-0.47604042","-0.35179618","-0.12502019","0.5133035","0.4389582","-0.70611495","-0.2316127","-0.31575152","-0.071653984","-0.41219985","0.41345885","0.034344766","-0.23573714","0.14463367","-0.48048416","0.34827733","0.06214477"
